PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
36583042,"Identification of a new probiotic strain, Lactiplantibacillus plantarum VHProbi(®) V38, and its use as an oral health agent","Zhang J, Duan Z.",Front Microbiol. 2022 Dec 12,,,,,,,
23515705,Halitosis amongst students in tertiary institutions in Lagos state,"Arinola JE, Olukoju OO.",Afr Health Sci. 2012 Dec,,,,,,,
35716347,The significant value of sustainable cosmetics fragrance in the spotlight after COVID-19,"Lee J, Kwon KH.",J Cosmet Dermatol. 2022 Dec,,,,,,,
17485155,A new portable sulfide monitor with a zinc-oxide semiconductor sensor for daily use and field study,"Tanda N, Washio J, Ikawa K, Suzuki K, Koseki T, Iwakura M.",J Dent. 2007 Jul,,,,,,,
26480613,[LAPAROSCOPIC APPROACH AND SURGICAL CONSIDERATIONS IN RESECTION OF A LARGE EPIPHRENIC ESOPHAGEAL DIVERTICULUM],"Rudnicki Y, Inbar R, Barkay O, Shpitz B, Ghinea R, Avital S.",Harefuah. 2015 Aug,,,,,,,
11077993,Morning breath odor: influence of treatments on sulfur gases,"Suarez FL, Furne JK, Springfield J, Levitt MD.",J Dent Res. 2000 Oct,,,,,,,
18763690,Oral malodor reduction from a zinc-containing toothpaste,"Navada R, Kumari H, Le S, Zhang J.",J Clin Dent. 2008,,,,,,,
21451776,Trimethylaminuria: causes and diagnosis of a socially distressing condition,"Mackay RJ, McEntyre CJ, Henderson C, Lever M, George PM.",Clin Biochem Rev. 2011 Feb,,,,,,,
21383472,In vitro effect of coffee on oral malodor-related parameters,"Gov Y, Sterer N, Rosenberg M.",J Breath Res. 2010 Jun,,,,,,,
30384352,Compounded Orodispersible Films with Natural Ingredients for Halitosis: A Clinical Experience,"Apolinário RS, Chaves MDGAM, Gonçalves HRM, Martins ICF, De Paula RM, Granato APA, Polonini HC, Brandão MAF, Ferreira AO, Raposo NRB.",Int J Pharm Compd. 2018 Nov-Dec,,,,,,,
16900888,Detection and measurement of oral malodour in periodontitis patients,"John M, Vandana KL.",Indian J Dent Res. 2006 Jan-Mar,,,,,,,
25606319,Assessing Health-Related Quality of Life with Antimicrobial Photodynamic Therapy (APDT) and Low Level Laser Therapy (LLLT) after Third Molar Removal,"Batinjan G, Filipović Zore I, Rupić I, Bago Jurič I, Zore Z, Gabrić Pandurić D.",J Lasers Med Sci. 2013 Summer,,,,,,,
8639366,An unpleasant taste,Shear WI.,Br Dent J. 1996 Apr 20,,,,,,,
11308356,Inhibitory effect of betel quid on the volatility of methyl mercaptan,"Wang CK, Chen SL, Wu MG.",J Agric Food Chem. 2001 Apr,,,,,,,
33219085,Current Indications for Tonsillectomy and Adenoidectomy,Randall DA.,J Am Board Fam Med. 2020 Nov-Dec,,,,,,,
23969334,"Effect of mouth cleaning with hinokitiol-containing gel on oral malodor: a randomized, open-label pilot study","Iha K, Suzuki N, Yoneda M, Takeshita T, Hirofuji T.",Oral Surg Oral Med Oral Pathol Oral Radiol. 2013 Oct,,,,,,,
9236583,Efficacy of adenoidectomy in relieving symptoms of chronic sinusitis in children,"Vandenberg SJ, Heatley DG.",Arch Otolaryngol Head Neck Surg. 1997 Jul,,,,,,,
11695210,The clinical efficacy of Colgate Total Plus Whitening Toothpaste containing a special grade of silica and Colgate Total Toothpaste for controlling breath odor twelve hours after toothbrushing: a single-use clinical study,"Sharma NC, Galustians HJ, Qaqish J, Galustians A, Petrone ME, Rustogi KN, Zhang YP, DeVizio W, Volpe AR.",J Clin Dent. 2002,,,,,,,
26472652,Diagnostics of tongue coating using autofluorescence,"Hitz Lindenmüller I, Weiss P, Volken M, Filippi A.",Swiss Dent J. 2015,,,,,,,
26934773,Oral health status of diabetes mellitus patients in Southwest Cameroon,"Bissong M, Azodo CC, Agbor MA, Nkuo-Akenji T, Fon PN.",Odontostomatol Trop. 2015 Jun,,,,,,,
27905825,Saliva - Volatile Biomarkers and Profiles,"Milanowski M, Pomastowski P, Ligor T, Buszewski B.",Crit Rev Anal Chem. 2017 May 4,,,,,,,
19780843,Effect of a denture cleanser on the concentration of volatile sulphur compounds and denture biofilm in institutionalised elderly,"de Oliveira VM, de Lucena SC, Garcia RC, Del Bel Cury AA.",Gerodontology. 2011 Jun,,,,,,,
35513817,Effectiveness of oral care interventions on malodour in dogs,"Croft JM, Patel KV, Inui T, Ruparell A, Staunton R, Holcombe LJ.",BMC Vet Res. 2022 May 5,,,,,,,
38769314,"Hyperpure chlorine dioxide versus chlorhexidine in intra-oral halitosis (ODOR trial) - protocol of a double-blinded, double-arm, parallel non-inferiority pilot randomized controlled trial","Szalai EÁ, Teutsch B, Babay V, Galvács A, Hegyi P, Hársfalvi P, Pál R, Varga G, Lohinai ZM, Kerémi B.",BDJ Open. 2024 May 20,,,,,,,
37759210,Oral manifestations of COVID-19 in unvaccinated patients: a cross-sectional study,"Fernandes TJ, Ogrzewalska M, Martins EB, de Siqueira MAMT, Brasil P, Calvet GA.",BMC Oral Health. 2023 Sep 27,,,,,,,
24067465,Use of Oral Chroma™ in the assessment of volatile sulfur compounds in patients with fixed protheses,"Sinjari B, Murmura G, Caputi S, Ricci L, Varvara G, Scarano A.",Int J Immunopathol Pharmacol. 2013 Jul-Sep,,,,,,,
28875948,The tongue microbiome in healthy subjects and patients with intra-oral halitosis,"Seerangaiyan K, van Winkelhoff AJ, Harmsen HJM, Rossen JWA, Winkel EG.",J Breath Res. 2017 Sep 6,,,,,,,
37958031,The Power of Licorice (Radix glycyrrhizae) to Improve Oral Health: A Comprehensive Review of Its Pharmacological Properties and Clinical Implications,"AlDehlawi H, Jazzar A.",Healthcare (Basel). 2023 Nov 2,,,,,,,
33049972,Association between Perceived Oral Symptoms and Presence of Clinically Diagnosed Oral Diseases in a Sample of Pregnant Women in Malaysia,"Yunita Sari E, Saddki N, Yusoff A.",Int J Environ Res Public Health. 2020 Oct 8,,,,,,,
12408090,Bad breath: a brief update,Rosenberg M.,Alpha Omegan. 2002 Oct,,,,,,,
16451405,"Herpes simplex virus infection, with particular reference to the progression and complications of primary herpetic gingivostomatitis","Kolokotronis A, Doumas S.",Clin Microbiol Infect. 2006 Mar,,,,,,,
38747005,Lab-on-Device Synthesis of Hierarchical Macro/Mesoporous WO(3) Semiconducting Films for High-Performance H(2)S Sensing,"Ren Y, Deng Y, Wang Z, Li Y, Yu H, Zou Y, Wu L, Deng Y.",Small. 2024 May 15:e2311659. doi: 10.1002/smll.202311659. Online ahead of print.,Ren Y,Small,2024,5/15/2024,,,10.1002/smll.202311659
18548924,Association between transmucosal depth of osseointegrated implants and malodor production,"Sterer N, Tamary I, Katz M, Weiss E.",Int J Oral Maxillofac Implants. 2008 Mar-Apr,,,,,,,
37277923,The importance of soft tissue condition in bone regenerative procedures to ensure long-term peri-implant health,"Roccuzzo M, Roccuzzo A, Marruganti C, Fickl S.",Periodontol 2000. 2023 Oct,,,,,,,
23904310,Nasal actinomycosis mimicking a foreign body,"Batzakakis D, Karkos PD, Papouliakos S, Leong SC, Bardanis I.",Ear Nose Throat J. 2013 Jul,,,,,,,
30359811,Evaluation of the efficacy of the subcutaneous low recombinant feline interferon-omega administration protocol for feline chronic gingivitis-stomatitis in feline calicivirus-positive cats,"Matsumoto H, Teshima T, Iizuka Y, Sakusabe A, Takahashi D, Amimoto A, Koyama H.",Res Vet Sci. 2018 Dec,,,,,,,
22956031,[Physiology of the oral cavity. Dermatologic aspects],Eickholz P.,Hautarzt. 2012 Sep,,,,,,,
4530443,[Halitosis],Soto JA.,Rev Odontol Ecuat. 1974 Jul-Sep,,,,,,,
10846116,Schizophrenia and halitosis,"Diz Dios P, Limeres Posse J, Tomás Carmona I.",Oral Surg Oral Med Oral Pathol Oral Radiol Endod. 2000 Jun,,,,,,,
37097120,The effects of various types of lozenges on halitosis: A crossover clinical trial,"Cerri N, Saccardin F, Ortiz V, Filippi A.",Swiss Dent J. 2023 Oct 9,,,,,,,
24456186,Selective detection of acetone and hydrogen sulfide for the diagnosis of diabetes and halitosis using SnO(2) nanofibers functionalized with reduced graphene oxide nanosheets,"Choi SJ, Jang BH, Lee SJ, Min BK, Rothschild A, Kim ID.",ACS Appl Mater Interfaces. 2014 Feb 26,,,,,,,
7598849,Use of intraoperative corticosteroids in pediatric tonsillectomy,"Ohlms LA, Wilder RT, Weston B.",Arch Otolaryngol Head Neck Surg. 1995 Jul,,,,,,,
11996157,Review of the treatment strategies for oral malodour,"Quirynen M, Zhao H, van Steenberghe D.",Clin Oral Investig. 2002 Mar,,,,,,,
38171524,[Metabolomics study on the difference of tongue coating metabolites between patients with intra-oral halitosis and healthy individual],"Liman AN, Zhu HL, Yang WJ, Ye W.",Shanghai Kou Qiang Yi Xue. 2023 Oct,,,,,,,
31277154,"Evaluation of the treatment of halitosis with photodynamic therapy in older patients with complete denture: Protocol for a randomized, controlled trial","Vale KLD, Horliana ACRT, Romero SDS, Deana AM, Gonçalves MLL, Ferrari RAM, Bussadori SK, Fernandes KPS.",Medicine (Baltimore). 2019 Jul,,,,,,,
38383601,How far does feedback on oral malodor assessment influence the decision to quit smoking?,Majid OW.,Evid Based Dent. 2024 Jun,,,,,,,
2151527,[Psycho-social aspects of dental care for the handicapped. An investigation into dental care for handicapped children living at home],"van Grunsven MF, Koelen MA.",Ned Tijdschr Tandheelkd. 1990 Nov,,,,,,,
35943325,Evaluation of Anxiety Levels in Children and Their Mothers and Appearance of Sleep Bruxism in Turkish Children and Associated Risk Factors: A Cross-Sectional Study,"Yazıcıoğlu İ, Ray PÇ.",J Oral Facial Pain Headache. 2022 Spring,,,,,,,
25248243,[Pseudohalitosis and halitophobia],"Dudzik A, Chomyszyn-Gajewska M.",Przegl Lek. 2014,,,,,,,
27047120,Clinico-hemato-biochemical profile of dogs with liver cirrhosis,"Elhiblu MA, Dua K, Mohindroo J, Mahajan SK, Sood NK, Dhaliwal PS.",Vet World. 2015 Apr,,,,,,,
22957830,Influence of gender and stress on the volatile sulfur compounds and stress biomarkers production,"Lima PO, Calil CM, Marcondes FK.",Oral Dis. 2013 May,,,,,,,
23654049,[Self-perceived oral odour and social interaction],"de Jongh A, de Baat C, Horstman M, van Wijk AJ.",Ned Tijdschr Tandheelkd. 2013 Apr,,,,,,,
29382467,The Efficacy of Plasma Rich in Growth Factors for the Treatment of Alveolar Osteitis: A Randomized Controlled Trial,"King EM, Cerajewska TL, Locke M, Claydon NCA, Davies M, West NX.",J Oral Maxillofac Surg. 2018 Jun,,,,,,,
34906618,The influence of non-carious lesions in the surgical treatment of gingival recession: A systematic review & meta-analysis,"Gennai S, Guiza ZB, Orsolini C, Gosset M.",J Dent. 2022 Feb,,,,,,,
284027,Congenital agranulocytosis: report of case,Badger GR.,ASDC J Dent Child. 1979 Mar-Apr,,,,,,,
22340228,No significant association between halitosis and upper gastrointestinal endoscopic findings: a prospective study,"Tas A, Köklü S, Yüksel I, Başar O, Akbal E, Cimbek A.",Chin Med J (Engl). 2011 Nov,,,,,,,
39185432,Zenker's diverticulum: A case study of dysphagia in an elderly gentleman,"Dahal P, Malla SK, Upadhyaya RP, Parajuli S, Dhakal N.",Radiol Case Rep. 2024 Jul 30,,,,,,,
23120610,Zenker's diverticulum - a case report,"Bist SS, Varshney S, Bisht M, Kumar R, Gupta N, Bhatia R.",Indian J Otolaryngol Head Neck Surg. 2009 Mar,,,,,,,
19228094,A new organoleptic testing method for evaluating halitosis,"Kim DJ, Lee JY, Kho HS, Chung JW, Park HK, Kim YK.",J Periodontol. 2009 Jan,,,,,,,
22218543,[More human than human: halitosis as the hallmark of pathological dental omission],"Emmerich A, Castiel LD.",Cien Saude Colet. 2012 Jan,,,,,,,
14145004,[CASE OF ORAL MANIFESTATION OF BISMUTH POISONING],"NISHIMURA T, KON I.",Jibiinkoka. 1964 Mar,,,,,,,
22474707,"On call. When I awaken in the morning, I have terrible bad breath. My breath seems okay during the rest of the day, but I worry about developing halitosis. What causes bad breath?",Simon HB.,Harv Mens Health Watch. 2012 Feb,,,,,,,
7713542,The effect of Salinum on the symptoms of dry mouth: a pilot study,"Johansson G, Andersson G, Attström R, Glantz PO, Larsson K.",Gerodontology. 1994 Jul,,,,,,,
9534443,Detecting and treating oral and nonoral malodors,"Clark GT, Nachnani S, Messadi DV.",J Calif Dent Assoc. 1997 Feb,,,,,,,
20011756,Restoration margins in young adolescents: a clinical and radiographic study of Swiss Army recruits,"Kuonen P, Huynh-Ba G, Krummen VS, Stössel EM, Röthlisberger B, Salvi GE, Gerber J, Pjetursson BE, Joss A, Lang NP.",Oral Health Prev Dent. 2009,,,,,,,
15687428,Development of a multidimensional measure for recurrent abdominal pain in children: population-based studies in three settings,"Malaty HM, Abudayyeh S, O'Malley KJ, Wilsey MJ, Fraley K, Gilger MA, Hollier D, Graham DY, Rabeneck L.",Pediatrics. 2005 Feb,,,,,,,
10863515,Effect of a new dental hygiene chew on periodontal health in dogs,"Gorrel C, Warrick J, Bierer TL.",J Vet Dent. 1999 Jun,,,,,,,
34930157,Association between halitosis and female fecundability in China: a prospective cohort study,"Huo X, Zhang L, Huang R, Ye J, Yang Y, Zhang H, Zhang J.",BMC Pregnancy Childbirth. 2021 Dec 20,,,,,,,
32820829,Tooth loss associated with the use of tenofovir disoproxil fumarate,"Jianfei L, Ling L, Yu Z, Jiming Z, Bin W.",J Clin Pharm Ther. 2020 Dec,,,,,,,
31275519,"Efficacy of chlorhexidine, hydrogen peroxide and tulsi extract mouthwash in reducing halitosis using spectrophotometric analysis: A randomized controlled trial","Sharma K, Acharya S, Verma E, Singhal D, Singla N.",J Clin Exp Dent. 2019 May 1,,,,,,,
26847598,The effect of periodontal therapy on intra-oral halitosis: a case series,"Erovic Ademovski S, Mårtensson C, Persson GR, Renvert S.",J Clin Periodontol. 2016 May,,,,,,,
20806813,Halitosis: hindrance or hint?,Innocent-Ituah I.,J Miss State Med Assoc. 2009 Dec,,,,,,,
12475734,Oral concentration of volatile sulphur compounds in stressed rats,"Kurihara E, Marcondes FK.",Stress. 2002 Dec,,,,,,,
21386211,Comparison of breath and in-mouth collection for the measurement of oral malodorous compounds by gas chromatography using sulfur chemiluminescence detection,"Paetznick DJ, Reineccius GA, Peppard TL, Herkert JM, Lenton P.",J Breath Res. 2010 Mar,,,,,,,
29962429,Effects of French Pine Bark Extract Chewing Gum on Oral Malodor and Salivary Bacteria,"Watanabe K, Hiramine H, Toyama T, Hamada N.",J Nutr Sci Vitaminol (Tokyo). 2018,,,,,,,
2909977,Dietary replacement in preschool-aged hyperactive boys,"Kaplan BJ, McNicol J, Conte RA, Moghadam HK.",Pediatrics. 1989 Jan,,,,,,,
8629567,Halitosis,"Replogle WH, Beebe DK.",Am Fam Physician. 1996 Mar,,,,,,,
34370911,"A randomized, blinded, clinical investigation of breath odor reduction efficacy of a stabilized chlorine-dioxide containing flavored mouthwash","Lee SS, Suprono MS, Stephens J, Withers SA, Oyoyo U, Li Y.",Am J Dent. 2021 Aug,,,,,,,
23489887,Histologic versus pH probe results in pediatric laryngopharyngeal reflux,"Andrews TM, Orobello N.",Int J Pediatr Otorhinolaryngol. 2013 May,,,,,,,
31664298,Instant and freshness effect of mouth rinses on type 1 (oral) halitosis,"Aydin M, Derici MÇ, Keskek SO, Demir YI, Yeler D.",Acta Odontol Latinoam. 2019 Aug 1,,,,,,,
30661056,"Use of natural remedies to treat oral diseases among female patients in Al Madinah, western Saudi Arabia","Dar-Odeh NS, Gasim RA, Binsaad SM, Abu-Hammad S, Abu-Hammad OA.",J Complement Integr Med. 2019 Jan 19,,,,,,,
10907427,Guidance on the assessment of the efficacy of toothpastes. FDI Commission. Work Project (8-95),,Int Dent J. 1999 Dec,,,,,,,
32620111,"Chemosensory dysfunction, Oral disorders and Oral health-related quality of life in patients with primary Sjögren's syndrome: comparative cross-sectional study","Šijan Gobeljić M, Milić V, Pejnović N, Damjanov N.",BMC Oral Health. 2020 Jul 3,,,,,,,
15786657,"[Oral hygiene, caries status and bad breath among young Israeli recruits]","Levin L, Rosenberg M.",Refuat Hapeh Vehashinayim (1993). 2005 Jan,,,,,,,
38764349,MASLD can cause halitosis by small intestinal bacterial overgrowth,Qian XX.,Oral Dis. 2024 May 19. doi: 10.1111/odi.14997. Online ahead of print.,Qian XX,Oral Dis,2024,5/20/2024,,,10.1111/odi.14997
11902607,Comparative analysis of some mouthrinses on the production of volatile sulfur-containing compounds,"Rösing CK, Jonski G, Rølla G.",Acta Odontol Scand. 2002 Jan,,,,,,,
13178300,[Halitosis],MACHICOTE A.,Rev Sanid Milit Argent. 1954 Jan-Mar,,,,,,,
25487169,Diagnosis and treatment of patients with halitosis by dental hygienists and dentists in the Netherlands,"Buunk-Werkhoven YA, Buls JG, Osinga E, Bruers JJ.",Int Dent J. 2015 Apr,,,,,,,
34753852,"Risk Factors, Diagnosis, and Management of Halitosis in Children: A Comprehensive Review",Bawazir OA.,J Contemp Dent Pract. 2021 Aug 1,,,,,,,
27555907,Oral and dental signs of child abuse and neglect,"Costacurta M, Benavoli D, Arcudi G, Docimo R.",Oral Implantol (Rome). 2016 Jul 25,,,,,,,
12090266,Comparison of United States and Korean dental hygiene students using the Hiroshima university-dental behavioural inventory(HU-DBI),"Kawamura M, Spadafora A, Kim KJ, Komabayashi T.",Int Dent J. 2002 Jun,,,,,,,
25399224,Site-specific mouth rinsing can improve oral odor by altering bacterial counts. Blind crossover clinical study,"Alqumber MA, Arafa KA.",Saudi Med J. 2014 Nov,,,,,,,
15752106,Creation of oral care flavours to deliver breath-freshening benefits,"Bradshaw DJ, Perring KD, Cawkill PM, Provan AF, McNulty DA, Saint EJ, Richards J, Munroe MJ, Behan JM.",Oral Dis. 2005,,,,,,,
18935566,Halitosis,,,,,,,,,
34538856,Olfactory Reference Syndrome (Halitophobia) With Oral Cenesthopathy Treated With Low-Dose Aripiprazole: A Case Report,"Takenoshita M, Motomura H, Toyofuku A.",Clin Neuropharmacol. 2021 Nov-Dec 01,,,,,,,
31741919,Neisseria flavescens Infection in Atypical Multiple Vallecular Cysts,"Shemesh S, Marom T, Vaknine H, Tamir SO.",Indian J Otolaryngol Head Neck Surg. 2019 Oct,,,,,,,
26802697,[The influence of breathing mode on the oral cavity],"Surtel A, Klepacz R, Wysokińska-Miszczuk J.",Pol Merkur Lekarski. 2015 Dec,,,,,,,
37667746,"Comparative Assessment of Oral Health Attitudes and Behaviors of First-Time and Previous Dental Patients Undergoing Exodontia Treatment During the COVID-19 Pandemic in Private Dental Clinics in Riyadh City, Saudi Arabia","AlHaj MAK, Baseer MA, AlSaffan AD, Ingle NA.",Risk Manag Healthc Policy. 2023 Aug 30,,,,,,,
24353812,A case series of 42 non-complaining bad breath patients and the neuropsychology of their disease,"Scala A, Nazzani R, Villa A, Sedda A, Abati S.",Ann Stomatol (Roma). 2013 Oct 24,,,,,,,
21448439,Influence of Khat Chewing on Periodontal Tissues and Oral Hygiene Status among Yemenis,Al-Kholani AI.,Dent Res J (Isfahan). 2010 Winter,,,,,,,
6961543,[Drug therapy of halitosis],Fujii A.,Shikai Tenbo. 1982 Nov,,,,,,,
9298358,"Breath odor: etiopathogenesis, assessment and management","Scully C, el-Maaytah M, Porter SR, Greenman J.",Eur J Oral Sci. 1997 Aug,,,,,,,
26046112,Halitosis: measurement in daily practice,"Schmidt J, Krause F, Haak R.",Quintessence Int. 2015 Jul-Aug,,,,,,,
16520567,[The effects of an essential oil mouthrinse on oral health in the community indwelling elderly],Chung SH.,Taehan Kanho Hakhoe Chi. 2006 Feb,,,,,,,
22750690,"Breath 2009: International Conference on Breath and Breath Odor Research (26–30 April 2009, Dortmund, Germany)",Amann A.,J Breath Res. 2010 Mar,,,,,,,
5293302,[Halitosis],Oktem F.,Dentoral (Istanbul). 1971 Sep-Oct,,,,,,,
29520772,The effect of twice daily kiwifruit consumption on periodontal and systemic conditions before and after treatment: A randomized clinical trial,"Graziani F, Discepoli N, Gennai S, Karapetsa D, Nisi M, Bianchi L, Rosema NAM, Van der Velden U.",J Periodontol. 2018 Mar,,,,,,,
15366613,Prevalence of oral malodor and the relationship with habitual mouth breathing in children,"Kanehira T, Takehara J, Takahashi D, Honda O, Morita M.",J Clin Pediatr Dent. 2004 Summer,,,,,,,
21870556,[Prevalence of halitosis in patients with dental prostheses in Senegal],"Mbodj EB, Faye B, Faye D, Seck MT, Sarr M, Ndiaye C, Dabo PS, Diallo PD.",Med Trop (Mars). 2011 Jun,,,,,,,
23368885,In vitro antimicrobial effects of two antihalitosis mouth rinses on oral pathogens and human tongue microbiota,"Raangs GC, Winkel EG, van Winkelhoff AJ.",Int J Dent Hyg. 2013 Aug,,,,,,,
37425559,Dental Health Knowledge Attitude and Practice Among University of Calabar Students,"Okoroafor CC, Okobi OE, Owodeha-Ashaka M, Okobi E, Oluseye B, Ekpang OB, Aya LE, Owolabi OJ, Oru-Betem TE, Nwafor JN.",Cureus. 2023 Jun 6,,,,,,,
15560997,Medium-term follow-up after deployment of ultraflex expandable metallic stents to manage endobronchial pathology,"Madden BP, Park JE, Sheth A.",Ann Thorac Surg. 2004 Dec,,,,,,,
28512650,Effect of antimicrobial photodynamic therapy  and laser alone as adjunct to mechanical debridement in the management of halitosis: A systematic review,"Kellesarian SV, Malignaggi VR, Al-Kheraif AA, Al-Askar M, Yunker M, Javed F.",Quintessence Int. 2017,,,,,,,
11199703,Efficacy of a chlorine dioxide-containing mouthrinse in oral malodor,"Frascella J, Gilbert RD, Fernandez P, Hendler J.",Compend Contin Educ Dent. 2000 Mar,,,,,,,
6391620,"Dentist, know thyself",Cives J.,J Can Dent Assoc. 1984 Nov,,,,,,,
23050381,[Psychosocial aspects of halitosis],"de Jongh A, de Baat C, Horstman M.",Ned Tijdschr Tandheelkd. 2012 Sep,,,,,,,
22629058,Oral myiasis in children,"Reddy MH, Das N, Vivekananda MR.",Contemp Clin Dent. 2012 Apr,,,,,,,
25992124,Masticatory changes as a result of oral disorders in smokers,"Rech RS, Santos KW, Maahs MA, Vidor DC.",Int Arch Otorhinolaryngol. 2014 Oct,,,,,,,
25576117,Oral health-related quality of life and periodontal and dental health status in Iranian hemodialysis patients,"Hajian-Tilaki A, Oliae F, Jenabian N, Hajian-Tilaki K, Motallebnejad M.",J Contemp Dent Pract. 2014 Jul 1,,,,,,,
31862262,"Exposure to a high selenium environment in Punjab, India: Biomarkers and health conditions","Chawla R, Filippini T, Loomba R, Cilloni S, Dhillon KS, Vinceti M.",Sci Total Environ. 2020 Jun 1,,,,,,,
17924013,[Correlation study between cadaverine level in saliva and halitosis],"Ye W, Li YW, Feng XP.",Shanghai Kou Qiang Yi Xue. 2007 Aug,,,,,,,
12090458,Effect of deglycosylation of salivary glycoproteins on oral malodour production,"Sterer N, Rosenberg M.",Int Dent J. 2002 Jun,,,,,,,
33525419,"Effects of Oral Probiotics on Subjective Halitosis, Oral Health, and Psychosocial Health of College Students: A Randomized, Double-Blind, Placebo-Controlled Study","Lee DS, Kim M, Nam SH, Kang MS, Lee SA.",Int J Environ Res Public Health. 2021 Jan 28,,,,,,,
4414245,Letter: Halitosis,Smith RN.,Br Med J. 1974 Aug 31,,,,,,,
27001023,Emotional impact of halitosis,"Troger B, Almeida HL Jr, Duquia RP.",Trends Psychiatry Psychother. 2014 Dec,,,,,,,
33173085,Identification of oral symptoms associated with atopic dermatitis in adolescents: Results from the Korea national representative survey 2009-2017,"Shim JS, Yang MS.",Sci Rep. 2020 Nov 10,,,,,,,
17435133,Human breath odors and their use in diagnosis,"Whittle CL, Fakharzadeh S, Eades J, Preti G.",Ann N Y Acad Sci. 2007 Mar,,,,,,,
33634320,The role of oral microbiome in pemphigus vulgaris,"Zorba M, Melidou A, Patsatsi A, Poulopoulos A, Gioula G, Kolokotronis A, Minti F.",Arch Microbiol. 2021 Jul,,,,,,,
36968114,A comprehensive review of the application of probiotics and postbiotics in oral health,"Homayouni Rad A, Pourjafar H, Mirzakhani E.",Front Cell Infect Microbiol. 2023 Mar 8,,,,,,,
35761833,On the Association between Gastrointestinal Symptoms and Extragastric Manifestations,"Naoum G, Markantonis SL, Fanerou E, Siagkas G, Petropoulos F, Zafiris E, Kousovista R, Karalis V.",Gastroenterol Res Pract. 2022 Jun 18,,,,,,,
23647231,"Chronic kidney disease in dogs in UK veterinary practices: prevalence, risk factors, and survival","O'Neill DG, Elliott J, Church DB, McGreevy PD, Thomson PC, Brodbelt DC.",J Vet Intern Med. 2013 Jul-Aug,,,,,,,
15865759,Halitosis,Bazian Ltd.,Clin Evid. 2004 Dec,,,,,,,
23039819,Antimicrobial efficacy of 0·05% cetylpyridinium chloride mouthrinses,"Sreenivasan PK, Haraszthy VI, Zambon JJ.",Lett Appl Microbiol. 2013 Jan,,,,,,,
32950726,Efficacy of antimicrobial photodynamic therapy against halitosis in adolescent patients undergoing orthodontic treatment,"Alshahrani AA, Alhaizaey A, Kamran MA, Alshahrani I.",Photodiagnosis Photodyn Ther. 2020 Dec,,,,,,,
31354324,Self-reported oral health and quality of life in patients with type 2 diabetes mellitus in primary care: a multi-center cross-sectional study,"Verhulst MJ, Teeuw WJ, Gerdes VE, Loos BG.",Diabetes Metab Syndr Obes. 2019 Jun 18,,,,,,,
22229754,Translation and validation of the Hindi version of the Geriatric Oral Health Assessment Index,"Deshmukh SP, Radke UM.",Gerodontology. 2012 Jun,,,,,,,
15142215,Impact of oral health on the life quality of periodontal patients,"Needleman I, McGrath C, Floyd P, Biddle A.",J Clin Periodontol. 2004 Jun,,,,,,,
39081554,Multidisciplinary Management of Oral Manifestations in Pregnant Women with Beta-Thalassemia Major: A Case Report,"Karina D, Fitriasari N, Mandalas HY, Andhika R, Wijaya I, Wahyuni IS.",Int Med Case Rep J. 2024 Jul 26,,,,,,,
19329466,Detection of odorous compounds in breath,"Van den Velde S, van Steenberghe D, Van Hee P, Quirynen M.",J Dent Res. 2009 Mar,,,,,,,
23823343,Treatment of oral malodor and periodontal disease using an antibiotic rinse,"Southward K, Bosy A.",Gen Dent. 2013 Jul,,,,,,,
13438639,Halitosis,HINE MK.,J Am Dent Assoc. 1957 Jul,,,,,,,
34322438,"Prevalence and clinical presentation of sinusitis in pediatric age group in Aseer, Saudi Arabia","Alshehri AMS, Assiri OA, Alqarni AMS, Alkhairi MAY, Alzahrani MAA, Alshehri SHA, Alshehri NAA, Abouelyazid AY.",J Family Med Prim Care. 2021 Jun,,,,,,,
10493062,Psychiatric patients presenting with primarily somatic symptoms: report of two cases,Turkson SN.,East Afr Med J. 1998 Sep,,,,,,,
16253884,Bad breath tied to tongue,Dixon B.,Lancet Infect Dis. 2005 Nov,,,,,,,
682814,[Functional disorders of the gastrointestinal tract (author's transl)],Strohmeyer G.,Leber Magen Darm. 1978 Aug,,,,,,,
18124522,[The halitose],BRABANT J.,Arch Stomatol. 1949 Jan,,,,,,,
4982311,The ocular effects of repeated dermal applications of dimethyl sulfoxide to dogs and monkeys,"Smith ER, Mason MM, Epstein E.",J Pharmacol Exp Ther. 1969 Dec,,,,,,,
20333972,[Therapy-resistant asthma caused by aspirated crayfish claw. Careful anamnesis and early bronchoscopy would have solved the problem],"Lindberg E, Nordang L.",Lakartidningen. 2010 Jan 27-Feb 2,,,,,,,
25421621,"Prevalence, social acceptance, and awareness of waterpipe smoking among dental university students: a cross sectional survey conducted in Jordan","Obeidat SR, Khabour OF, Alzoubi KH, Mahasneh AM, Bibars AR, Khader YS, Alsa'di A.",BMC Res Notes. 2014 Nov 24,,,,,,,
9725367,Zenker's diverticulum in the elderly: is operation justified?,"Crescenzo DG, Trastek VF, Allen MS, Deschamps C, Pairolero PC.",Ann Thorac Surg. 1998 Aug,,,,,,,
32271327,[The subjective oral health of Parkinson's disease patients],"de Baat C, van Stiphout MAE, Lobbezoo F.",Ned Tijdschr Tandheelkd. 2020 Feb,,,,,,,
