PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
31725203,Combining culture and culture-independent methods reveals new microbial composition of halitosis patients' tongue biofilm,"Bernardi S, Karygianni L, Filippi A, Anderson AC, Zürcher A, Hellwig E, Vach K, Macchiarelli G, Al-Ahmad A.",Microbiologyopen. 2020 Feb,,,,,,,
31516527,"Oral Health Knowledge, Attitude, and Practice among Nursing Students in the North-Eastern Part of Rajasthan, India","Yadav OP, Khan A, Khan S, Gupta S, Gupta R, Gupta R.",Iran J Nurs Midwifery Res. 2019 Sep-Oct,,,,,,,
34154447,Influence of Age and Sex on Clinical and Therapeutic Features of Laryngopharyngeal Reflux,"Lechien JR, Carroll TL, Bobin F, Muls V, Rodriguez A, Horoi M, Dequanter D, Crevier-Buchman L, Hans S, Saussez S.",Otolaryngol Head Neck Surg. 2022 Mar,,,,,,,
33946101,Can text messages encourage flossing among orthodontic patients?,"Santos JB, Pereira LC, Neves JG, Pithon MM, Santamaria M.",Angle Orthod. 2021 Sep 1,,,,,,,
31017680,WITHDRAWN: Interdental brushing for the prevention and control of periodontal diseases and dental caries in adults,"Poklepovic Pericic T, Worthington HV, Johnson TM, Sambunjak D, Imai P, Clarkson JE, Tugwell P.",Cochrane Database Syst Rev. 2019 Apr 24,,,,,,,
33989296,Comparative study between photodynamic therapy with urucum + Led and probiotics in halitosis reduction-protocol for a controlled clinical trial,"Motta PB, Motta LJ, Costa da Mota AC, Leal Gonçalves ML, Silva T, Momolli M, de Andrade DC, Santos Fernandes KP, Mesquita-Ferrari RA, Deana AM, Wainwright M, Prates RA, Horliana ACRT, Bussadori SK.",PLoS One. 2021 May 14,,,,,,,
35939512,ZccE is a Novel P-type ATPase That Protects Streptococcus mutans Against Zinc Intoxication,"Ganguly T, Peterson AM, Burkholder M, Kajfasz JK, Abranches J, Lemos JA.",PLoS Pathog. 2022 Aug 8,,,,,,,
38773918,The effect of oral massage intervention on oral hygiene at home care,"Chen IC, Lin CT, Hsu PY, Pai LW, Yu CH, Liu HL.",Int J Dent Hyg. 2024 May 21. doi: 10.1111/idh.12824. Online ahead of print.,Chen IC,Int J Dent Hyg,2024,5/22/2024,,,10.1111/idh.12824
37727352,The Yin and Yang of Sodium Lauryl Sulfate Use for Oral and Periodontal Health: A Literature Review,"Sabri H, Derakhshan Barjoei MM, Azarm A, Sadighnia N, Shakiba R, Aghebati G, Hadilou N, Kheiri P, Ghanbari F, Deravi N, Mokhtari M.",J Dent (Shiraz). 2023 Sep,,,,,,,
36073813,"Genetic Determinants of Hydrogen Sulfide Biosynthesis in Fusobacterium nucleatum Are Required for Bacterial Fitness, Antibiotic Sensitivity, and Virulence","Chen YW, Camacho MI, Chen Y, Bhat AH, Chang C, Peluso EA, Wu C, Das A, Ton-That H.",mBio. 2022 Oct 26,,,,,,,
35324036,Changes in halitosis value before and after Helicobacter pylori eradication: A single-institutional prospective study,"Kudo Y, Kudo SE, Miyachi H, Ichimasa K, Ogawa Y, Kouyama Y, Sakurai T, Ikeda M, Saito Y, Kamada T, Gotoda T.",J Gastroenterol Hepatol. 2022 May,,,,,,,
32620111,"Chemosensory dysfunction, Oral disorders and Oral health-related quality of life in patients with primary Sjögren's syndrome: comparative cross-sectional study","Šijan Gobeljić M, Milić V, Pejnović N, Damjanov N.",BMC Oral Health. 2020 Jul 3,,,,,,,
31872105,"Effects of stabilized stannous fluoride dentifrice on dental calculus, dental plaque, gingivitis, halitosis and stain: A systematic review","Johannsen A, Emilson CG, Johannsen G, Konradsson K, Lingström P, Ramberg P.",Heliyon. 2019 Dec 9,,,,,,,
36301704,Effects ofBifidobacterium lactisHN019 andLactobacillus acidophilusNCFM on volatile sulfur compounds produced by oral anaerobes,"Huang P, Yuan S, Xu X, Peng X.",J Breath Res. 2022 Nov 4,,,,,,,
32859247,Effects of eradication of Helicobacter pylori on oral malodor and the oral environment: a single-center observational study,"Suzuki N, Beppu R, Yoneda M, Takeshita T, Asakawa M, Yamashita Y, Hanioka T, Hirofuji T, Shinohara T.",BMC Res Notes. 2020 Aug 28,,,,,,,
35699367,Potential applications of medicinal herbs and phytochemicals in oral and dental health: Status quo and future perspectives,"Dalir Abdolahinia E, Hajisadeghi S, Moayedi Banan Z, Dadgar E, Delaramifar A, Izadian S, Sharifi S, Maleki Dizaj S.",Oral Dis. 2023 Oct,,,,,,,
28836329,The effect of professional tooth cleaning or non-surgical periodontal therapy on oral halitosis in patients with periodontal diseases. A systematic review,"Deutscher H, Derman S, Barbe AG, Seemann R, Noack MJ.",Int J Dent Hyg. 2018 Feb,,,,,,,
30334434,Clinical results of improvement in periodontal condition by administration of oral probiotics,"Cantore S, Ballini A, De Vito D, Abbinante A, Altini V, Dipalma G, Inchingolo F, Saini R.",J Biol Regul Homeost Agents. 2018 Sep-Oct,,,,,,,
35546457,"Efficacy of Melaleuca alternifolia and chlorhexidine mouth rinses in reducing oral malodor and Solobacterium moorei levels. A 1 week, randomized, double-blind, parallel study","Srikumar KP, Bhagyashree BN, Srirangarajan S, Ravi RJ, Vinaya R.",Indian J Pharmacol. 2022 Mar-Apr,,,,,,,
33634320,The role of oral microbiome in pemphigus vulgaris,"Zorba M, Melidou A, Patsatsi A, Poulopoulos A, Gioula G, Kolokotronis A, Minti F.",Arch Microbiol. 2021 Jul,,,,,,,
35627684,On the Necessity of a Geriatric Oral Health Care Transition Model: Towards an Inclusive and Resource-Oriented Transition Process,"Nitschke I, Nitschke S, Haffner C, Sobotta BAJ, Jockusch J.",Int J Environ Res Public Health. 2022 May 18,,,,,,,
31110614,Clinical effect of toothpaste and mouth rinse containing zinc lactate on oral malodor reduction,"Srisilapanan P, Roseman J, Likitsatian T.",J Clin Exp Dent. 2019 Apr 1,,,,,,,
34370911,"A randomized, blinded, clinical investigation of breath odor reduction efficacy of a stabilized chlorine-dioxide containing flavored mouthwash","Lee SS, Suprono MS, Stephens J, Withers SA, Oyoyo U, Li Y.",Am J Dent. 2021 Aug,,,,,,,
32700516,In Vitro Antibacterial Effectiveness of a Naturopathic Oral Care Product on Oral Pathogens,"Beyer A, Dalton M, Doll K, Winkel A, Stumpp NS, Stiesch M.",Oral Health Prev Dent. 2020 Jul 24,,,,,,,
35485180,Evaluation of halitosis parameters in patients undergoing head and neck radiotherapy,"Maluf GV, Caldas RJ, Fregnani ER, Antunes HS, Tobias MAS, da Silva Santos PS.",Oral Dis. 2023 May,,,,,,,
30567440,"Correlation between halitosis, oral health status and salivary ß-galactosidases and time spent in physical activities in children","Petrini M, Costacurta M, Biferi V, Benavoli D, Docimo R, Spoto G.",Eur J Paediatr Dent. 2018 Dec,,,,,,,
37747001,Self-perceived halitosis and its social impact on females: A cross-sectional study,"Alssum L, Alsaleh L, Alzoman H.",Medicine (Baltimore). 2023 Sep 22,,,,,,,
34884234,"Efficacy of a Zinc Lactate Mouthwash and Tongue Scraping in the Reduction of Intra-Oral Halitosis: A Single-blind, Controlled, Crossover Clinical Trial-A Pilot Study","Dudzik A, Sozkes S, Michalak E, Olszewska-Czyz I.",J Clin Med. 2021 Nov 26,,,,,,,
36585474,Clinical efficacy of photodynamic therapy on halitosis: a systematic review and meta-analysis,"Wang N, Hao S, Zhang J, Yang J.",Lasers Med Sci. 2022 Dec 30,,,,,,,
28544762,The effect of a tooth/tongue gel and mouthwash regimen on morning oral malodour: A 3-week single-blind randomized clinical trial,"Van der Sluijs E, Van der Weijden GA, Hennequin-Hoenderdos NL, Slot DE.",Int J Dent Hyg. 2018 Feb,,,,,,,
30523908,A randomized cross-over short-term study on the short-term effects of a zinc-lactate containing mouthwash against oral malodour,"Jervøe-Storm PM, Schulze H, Jepsen S.",J Breath Res. 2019 Mar 1,,,,,,,
34392403,The effect of Brazilian propolis type-3 against oral microbiota and volatile sulfur compounds in subjects with morning breath malodor,"de Faveri M, Pupio GC, Koo H, Bueno-Silva B, de Oliveira KM, Figueiredo LC, Rosalen PL, Hayacibara RM, Fujimaki M.",Clin Oral Investig. 2022 Feb,,,,,,,
35281303,Thinned-Young Apple Polyphenols Inhibit Halitosis-Related Bacteria Through Damage to the Cell Membrane,"Liu T, Shen H, Wang F, Zhou X, Zhao P, Yang Y, Guo Y.",Front Microbiol. 2022 Feb 23,,,,,,,
33732447,"Inter-site and interpersonal diversity of salivary and tongue microbiomes, and the effect of oral care tablets","Maruyama H, Masago A, Nambu T, Mashimo C, Takahashi K, Okinaga T.",F1000Res. 2020 Dec 17,,,,,,,
29541146,Association of Tongue Bacterial Flora and Subtypes of Liver-Fire Hyperactivity Syndrome in Hypertensive Patients,"Luo JW, Lin CH, Zhu YB, Zheng XY, Wu YX, Chen WW, Yang X.",Evid Based Complement Alternat Med. 2018 Jan 10,,,,,,,
35625248,Chlorhexidine Improves Hygiene Reducing Oral Polymorphonuclear Leukocytes with Antimicrobial Effects at Distinct Microenvironments amongst Subjects Stratified by Health Status,"Sreenivasan PK, Haraszthy VI.",Antibiotics (Basel). 2022 Apr 29,,,,,,,
37958031,The Power of Licorice (Radix glycyrrhizae) to Improve Oral Health: A Comprehensive Review of Its Pharmacological Properties and Clinical Implications,"AlDehlawi H, Jazzar A.",Healthcare (Basel). 2023 Nov 2,,,,,,,
34964328,[Correction of halitosis in chronic inflammatory diseases of the oropharynx in adults],"Savlevich EL, Doroshchenko NE, Zharkikh MA, Markus PV, Gerasimov AN.",Vestn Otorinolaringol. 2021,,,,,,,
30218226,Effects of oral prophylaxis including tongue cleaning on halitosis and gingival inflammation in gingivitis patients-a randomized controlled clinical trial,"Acar B, Berker E, Tan Ç, İlarslan YD, Tekçiçek M, Tezcan İ.",Clin Oral Investig. 2019 Apr,,,,,,,
34890037,Prevention of the proliferation of oral pathogens due to prolonged mask use based on α-cyclodextrin and hydroxytyrosol mouthwash,"Naureen Z, Capodicasa N, Paolacci S, Anpilogov K, Dautaj A, Dhuli K, Camilleri G, Connelly ST, Gasparetto A, Bertelli M.",Eur Rev Med Pharmacol Sci. 2021 Dec,,,,,,,
32250565,Inhibitory effect of Streptococcus salivarius K12 and M18 on halitosis in vitro,"Yoo HJ, Jwa SK, Kim DH, Ji YJ.",Clin Exp Dent Res. 2020 Apr,,,,,,,
36760146,Effects of thyme on halitosis in gingivitis patients: Can thyme mouthwash prevent halitosis-A randomized trial,"Altındal D, Deveci KC, Öner Talmaç AG, Talmaç AC, Çalışır M.",Int J Dent Hyg. 2023 May,,,,,,,
34259433,Comparison of the Efficacy of Three Types of Disinfectants Approved for Oral Use in Japan in Reducing the Bacterial Count of Tongue Coating: A Randomised-Controlled Study,"Funahara M, Soutome S, Nakamura A, Soh I, Honda H, Hikiji H.",Oral Health Prev Dent. 2021 Jan 7,,,,,,,
29962429,Effects of French Pine Bark Extract Chewing Gum on Oral Malodor and Salivary Bacteria,"Watanabe K, Hiramine H, Toyama T, Hamada N.",J Nutr Sci Vitaminol (Tokyo). 2018,,,,,,,
30584498,Intra-Oral Factors Influencing Halitosis in Young Women,"Shon HS, Kim KO, Jung JK, Cha EJ, Lee SO, Kim KA.",Osong Public Health Res Perspect. 2018 Dec,,,,,,,
35762095,Treatment of gingivitis is associated with reduction of systemic inflammation and improvement of oral health-related quality of life: A randomized clinical trial,"Perić M, Marhl U, Gennai S, Marruganti C, Graziani F.",J Clin Periodontol. 2022 Sep,,,,,,,
32732931,Nitrate as a potential prebiotic for the oral microbiome,"Rosier BT, Buetas E, Moya-Gonzalvez EM, Artacho A, Mira A.",Sci Rep. 2020 Jul 30,,,,,,,
37215577,Non-canonical integrin signaling activates EGFR and RAS-MAPK-ERK signaling in small cell lung cancer,"Rubio K, Romero-Olmedo AJ, Sarvari P, Swaminathan G, Ranvir VP, Rogel-Ayala DG, Cordero J, Günther S, Mehta A, Bassaly B, Braubach P, Wygrecka M, Gattenlöhner S, Tresch A, Braun T, Dobreva G, Rivera MN, Singh I, Graumann J, Barreto G.",Theranostics. 2023 Apr 17,,,,,,,
38026667,Therapeutic effect of aged garlic extract on gingivitis in dogs,"Takahashi K, Nango H, Ushijima M, Takashima M, Nakamoto M, Matsutomo T, Jikihara H, Arakawa N, Maki S, Yabuki A, Endo Y, Yamato O.",Front Vet Sci. 2023 Nov 6,,,,,,,
33134132,"Effectiveness of novel herbal dentifrice in control of plaque, gingivitis, and halitosis - Randomized controlled trial","Pentapati KC, Kukkamalla MA, Siddiq H, Sabnis N.",J Tradit Complement Med. 2019 Jun 25,,,,,,,
32978806,Mechanical tongue cleaning is a worthwhile procedure to improve the taste sensation,"Timmesfeld N, Kunst M, Fondel F, Güldner C, Steinbach S.",J Oral Rehabil. 2021 Jan,,,,,,,
35959299,Comparative evaluation of nutmeg mouthwash and 0.2% chlorhexidine gluconate mouthwash on halitosis and plaque control: A randomized clinical trial,"Padol MV, Vishwakarma P, Dodamani AS, Gore AW, Chachlani KS, Kharkar SP.",J Indian Soc Periodontol. 2022 Jul-Aug,,,,,,,
37759210,Oral manifestations of COVID-19 in unvaccinated patients: a cross-sectional study,"Fernandes TJ, Ogrzewalska M, Martins EB, de Siqueira MAMT, Brasil P, Calvet GA.",BMC Oral Health. 2023 Sep 27,,,,,,,
37220436,Comparative Evaluation of Three Probiotics for Streptococcus mutans Prevention in Plaque Around Orthodontic Braces,"Baxi S, Bhatia V, Tripathi AA, Kumar P, Tiwari A, Bagde H.",Cureus. 2023 Apr 21,,,,,,,
33884263,Comparative Evaluation of the Effects of Adenotonsillar Hypertrophy on Oral Health in Children,"İnönü-Sakallı N, Sakallı C, Tosun Ö, Akşit-Bıçak D.",Biomed Res Int. 2021 Apr 2,,,,,,,
37493204,"Lactobacillus paracasei ET-22 and derived postbiotics reduce halitosis and modulate oral microbiome dysregulation - a randomized, double-blind placebo-controlled clinical trial","Wuri G, Liu F, Sun Z, Fang B, Zhao W, Hung WL, Liu WH, Zhang X, Wang R, Wu F, Zhao L, Zhang M.",Food Funct. 2023 Aug 14,,,,,,,
37231271,Effects of water flossing on gingival inflammation and supragingival plaque microbiota: a 12-week randomized controlled trial,"Xu X, Zhou Y, Liu C, Zhao L, Zhang L, Li H, Li Y, Cheng X.",Clin Oral Investig. 2023 Aug,,,,,,,
34201467,Association of Graphene Silver Polymethyl Methacrylate (PMMA) with Photodynamic Therapy for Inactivation of Halitosis Responsible Bacteria in Denture Wearers,"Bacali C, Carpa R, Buduru S, Moldovan ML, Baldea I, Constantin A, Moldovan M, Prodan D, Dascalu Rusu LM, Lucaciu O, Catoi F, Constantiniuc M, Badea M.",Nanomaterials (Basel). 2021 Jun 23,,,,,,,
35484014,Profiling volatile compounds from culture supernatants of periodontal bacteria using gas chromatography/mass spectrometry/olfactometry analysis with a monolithic silica gel adsorption device,"Mori A, Taniguchi M, Kuboniwa M, Amano A, Fukusaki E.",J Biosci Bioeng. 2022 Jul,,,,,,,
30374625,Egg yolk immunoglobulin interactions with Porphyromonas gingivalis to impact periodontal inflammation and halitosis,"Qiao W, Wang F, Xu X, Wang S, Regenstein JM, Bao B, Ma M.",AMB Express. 2018 Oct 29,,,,,,,
38595383,Utilization of Probiotics Among Dental Students: A KAP Study,"Kala T, Priyaranjan, Khanna SS, Kaur H, Gupta N, Shetty A, Tiwari HD.",J Pharm Bioallied Sci. 2024 Feb,,,,,,,
32950726,Efficacy of antimicrobial photodynamic therapy against halitosis in adolescent patients undergoing orthodontic treatment,"Alshahrani AA, Alhaizaey A, Kamran MA, Alshahrani I.",Photodiagnosis Photodyn Ther. 2020 Dec,,,,,,,
37926978,Evaluation of the Change in Halitosis with the Improvement in Oral Health in Cleft Lip and Palate Patients,"Aslan BI, Uzuner FD, Taskaldıran ES, Tuter G, Gulsen A, Güngör K, Ucuncu N.",Cleft Palate Craniofac J. 2023 Nov 5:10556656231212033. doi: 10.1177/10556656231212033. Online ahead of print.,Aslan BI,Cleft Palate Craniofac J,2023,11/6/2023,,,10.1177/10556656231212033
30604094,Infrared Thermal Imaging for Diabetes Detection and Measurement,"Selvarani A, Suresh GR.",J Med Syst. 2019 Jan 2,,,,,,,
37439803,"Halitosis Relief Effect of Mouthwash Containing Lespedeza cuneata Extract: A Randomised, Double-Blind, Placebo-Controlled Study","Kim YR, Nam SH.",Oral Health Prev Dent. 2023 Jul 13,,,,,,,
37536001,"The impact of aromatherapy-based oral care on oral conditions, salivary pH, and halitosis in older adults with dementia: Pilot study","Chang AK, Kim BK, Kim AY.",Geriatr Nurs. 2023 Sep-Oct,,,,,,,
35085920,Transcriptome analysis of Fusobacterium nucleatum reveals differential gene expression patterns in the biofilm versus planktonic cells,"Zhao T, Chen J, Liu S, Yang J, Wu J, Miao L, Sun W.",Biochem Biophys Res Commun. 2022 Feb 19,,,,,,,
32250572,Effectiveness of an oral care tablet containing kiwifruit powder in reducing oral bacteria in tongue coating: A crossover trial,"Matsumura Y, Hinode D, Fukui M, Yoshioka M, Asakuma H, Takii H.",Clin Exp Dent Res. 2020 Apr,,,,,,,
30064419,Predicting oral malodour based on the microbiota in saliva samples using a deep learning approach,"Nakano Y, Suzuki N, Kuwata F.",BMC Oral Health. 2018 Jul 31,,,,,,,
36673585,Analysis of Quantitative Light-Induced Fluorescence Images for the Assessment of Bacterial Activity and Distribution of Tongue Coating,"Kim YR, Kang HK.",Healthcare (Basel). 2023 Jan 11,,,,,,,
37793316,Effects of preoperative oral care on bacterial colonisation and halitosis in patients undergoing elective surgery: A randomised controlled study,"Lee WY, Marc O'Donnell J, Kuo SY.",Intensive Crit Care Nurs. 2024 Feb,,,,,,,
36583042,"Identification of a new probiotic strain, Lactiplantibacillus plantarum VHProbi(®) V38, and its use as an oral health agent","Zhang J, Duan Z.",Front Microbiol. 2022 Dec 12,,,,,,,
37635655,"Comparison of halitosis according to herbal mouthwash containing Glycyrrhiza uralensis extract and saline mouthwash: A randomized, double-blind, placebo-controlled study","Kim YR, Nam SH.",Int J Dent Hyg. 2023 Aug 28. doi: 10.1111/idh.12724. Online ahead of print.,Kim YR,Int J Dent Hyg,2023,8/28/2023,,,10.1111/idh.12724
38760711,Oral microbiota transplantation for intra-oral halitosis: a feasibility analysis based on an oral microbiota colonization trial in Wistar rats,"Huang Z, Cheng Y.",BMC Microbiol. 2024 May 17,,,,,,,
31799694,Are Lactobacillus salivarius G60 and inulin more efficacious to treat patients with oral halitosis and tongue coating than the probiotic alone and placebo? A randomized clinical trial,"Mousquer CR, Della Bona A, Milani DC, Callegari-Jacques SM, Ishikawa K, Mayer MPA, Rösing CK, Fornari F.",J Periodontol. 2020 Jun,,,,,,,
31489824,The correlation between different techniques for the evaluation of oral malodour in children with and without orthodontic treatment,"Costacurta M, Petrini M, Biferi V, Arcuri C, Spoto G, Docimo R.",Eur J Paediatr Dent. 2019 Sep,,,,,,,
30964972,A Randomized Parallel Study to Assess the Effect of Three Tongue Cleaning Modalities on Oral Malodor,"Li Y, Lee S, Stephens J, Zhang W, Suprono M, Mwatha A, Ward M, Mirza F.",J Clin Dent. 2019 Mar,,,,,,,
36079120,Do Otolaryngologists Over- or Underestimate Laryngopharyngeal Reflux Symptoms and Findings in Clinical Practice? A Comparison Study between the True Prevalence and the Otolaryngologist-Estimated Prevalence of Symptoms and Findings,Lechien JR.,J Clin Med. 2022 Sep 1,,,,,,,
34733749,"Comparison of the Effect of Er,Cr:YSGG Laser and Halita Mouthwash on Oral Malodor in Patients With Chronic Periodontitis: A Randomized Clinical Trial","Poormoradi B, Gholami L, Fekrazad R, Hooshyarfard A, Noorani AR, Loft Haghpanah Z, Farhadian M.",J Lasers Med Sci. 2021 Jun 20,,,,,,,
33065302,Antimicrobial capacity of photodynamic therapy on oral health-related quality of life and halitosis among elderly patients wearing removal dentures,"Labban N, Assery MK, Al-Kattan R, Al-Shibani N, Alfouzan AF, Al Taweel SM.",Photodiagnosis Photodyn Ther. 2020 Dec,,,,,,,
37058047,Comparative study between photodynamic therapy and the use of probiotics in the reduction of halitosis in mouth breathing children: Study protocol for a randomized controlled clinical trial,"Bruno LH, Sobral APT, Gonçalves MLL, Fossati AL, Santos EM, Gallo JMAS, Ferri EP, Motta PB, Prates RA, Deana AM, Horliana ACRT, Motta LJ, Bussadori SK.",Medicine (Baltimore). 2023 Apr 14,,,,,,,
30386642,"Efficacy of chlorine dioxide mouthwash in reducing oral malodor: A 2-week randomized, double-blind, crossover study","Pham TAV, Nguyen NTX.",Clin Exp Dent Res. 2018 Oct 23,,,,,,,
36439237,"Prolonged mask wearing does not alter the oral microbiome, salivary flow rate or gingival health status - A pilot study","Au S, Baraniya D, Dao J, Awan SB, Alvarez J, Sklar S, Chen T, Puri S, Al-Hebshi NN.",Front Cell Infect Microbiol. 2022 Nov 10,,,,,,,
33841736,"Does the use of face masks during the COVID-19 pandemic impact on oral hygiene habits, oral conditions, reasons to seek dental care and esthetic concerns?","Pinzan-Vercelino CR, Freitas KM, Girão VM, da Silva DO, Peloso RM, Pinzan A.",J Clin Exp Dent. 2021 Apr 1,,,,,,,
32428892,"Effects of academic stress on the levels of oral volatile sulfur compounds, halitosis-related bacteria and stress biomarkers of healthy female undergraduate students","De Lima PO, Nani BD, Rolim GS, Groppo FC, Franz-Montan M, Alves De Moraes AB, Cogo-Müller K, Marcondes FK.",J Breath Res. 2020 Jul 3,,,,,,,
36654644,"Self-Perceived Halitosis and Related Factors Among the Mask-Wearing Population During the COVID-19 Pandemic in Delhi, India: A Cross-Sectional Study","Bhatia S, Mohanty V, Balappanavar AY, Rijhwani K, Chahar P, Gupta R.",Cureus. 2022 Dec 14,,,,,,,
31308274,Effectiveness of Various Tongue Cleaning Aids in the Reduction of Tongue Coating and Bacterial Load: A Comparative Clinical Study,"Dwivedi V, Torwane NA, Tyagi S, Maran S.",J Contemp Dent Pract. 2019 Apr 1,,,,,,,
35866676,"The Effect of Mouthwash with Sambucus williamsii var. coreana Extract on Halitosis: A Randomised, Double-Blind, ﻿Placebo-Controlled Study","Kim YR, Nam SH.",Oral Health Prev Dent. 2022 Jun 28,,,,,,,
31695509,Halitosis And Its Associated Factors Among Kermanshah High School Students (2015),"Ziaei N, Hosseinpour S, Nazari H, Rezaei M, Rezaei K.",Clin Cosmet Investig Dent. 2019 Oct 22,,,,,,,
29392764,Genuine halitosis in patients with dental and laryngological etiologies of mouth odor: severity and role of oral hygiene behaviors,"Herman S, Lisowska G, Herman J, Wojtyna E, Misiołek M.",Eur J Oral Sci. 2018 Apr,,,,,,,
33771143,Impact of COVID-19 on the oral health of adults in Wuhan and China: results of a nationwide online cross-sectional questionnaire survey,"Zhang S, Liu C, Zhang C, Jiang H, Tai B, Du M.",BMC Oral Health. 2021 Mar 26,,,,,,,
32227309,"The Effect of Streptococcus salivarius K12 on Halitosis: a Double-Blind, Randomized, Placebo-Controlled Trial","He L, Yang H, Chen Z, Ouyang X.",Probiotics Antimicrob Proteins. 2020 Dec,,,,,,,
30620871,Short- and Long-Term Effects of a Dentifrice Containing Dual Zinc plus Arginine on Intra-Oral Halitosis: Improvements in Breath Quality,"Saad S, Fitzgerald M, Hewett K, Greenman J, Vandeven M, Trivedi HM, Masters JG.",J Clin Dent. 2018 Sep,,,,,,,
33262870,"Halitosis, reduced salivary flow and the quality of life in pre-kidney transplantation patients","Santaella NG, Maciel AP, Simpione G, Santos PS.",J Clin Exp Dent. 2020 Nov 1,,,,,,,
30530235,"Effects of Lactobacillus salivarius WB21 combined with green tea catechins on dental caries, periodontitis, and oral malodor","Higuchi T, Suzuki N, Nakaya S, Omagari S, Yoneda M, Hanioka T, Hirofuji T.",Arch Oral Biol. 2019 Feb,,,,,,,
38477668,"Effects of a novel dental chew on oral health outcomes, halitosis, and microbiota of adult dogs","Oba PM, Sieja KM, Schauwecker A, Somrak AJ, Hristova TS, Keating SCJ, Swanson KS.",J Anim Sci. 2024 Jan 3,,,,,,,
31637836,Relationship between oral environment and development of pneumonia and acute viral respiratory infection in dependent older individuals,"Tashiro H, Kikutani T, Tamura F, Takahashi N, Tohara T, Nawachi K, Maekawa K, Kuboki T.",Geriatr Gerontol Int. 2019 Nov,,,,,,,
38459669,Changes in oral functions and speech when using custom-fitted mouthguards: An uncontrolled before-and-after study,"Mat Zainal MK, Liew AKC, Abdullah D, Soo E, Abdul Hamid B, Ramlee RAM.",Dent Traumatol. 2024 Mar 8. doi: 10.1111/edt.12939. Online ahead of print.,Mat Zainal MK,Dent Traumatol,2024,3/9/2024,,,10.1111/edt.12939
37982193,A structural color hydrogel for diagnosis of halitosis and screening of periodontitis,"Hu C, Zhou J, Zhang J, Zhao Y, Xie C, Yin W, Xie J, Li H, Xu X, Zhao L, Qin M, Li J.",Mater Horiz. 2024 Jan 22,,,,,,,
31782537,"Self-reported halitosis in a sample of Brazilians: Prevalence, associated risk predictors and accuracy estimates with clinical diagnosis","Faria SFS, Costa FO, Silveira JO, Cyrino RM, Cota LOM.",J Clin Periodontol. 2020 Feb,,,,,,,
30755185,Improved antibacterial effects of alkali-transformed saponin from quinoa husks against halitosis-related bacteria,"Sun X, Yang X, Xue P, Zhang Z, Ren G.",BMC Complement Altern Med. 2019 Feb 12,,,,,,,
37724895,"Oral Probiotics, Streptococcus salivarius K12 and M18, Suppress the Release of Volatile Sulfur Compounds and a Virulent Protease from Oral Bacteria: An In-Vitro Study","Park JA, Lee GR, Lee JY, Jin BH.",Oral Health Prev Dent. 2023 Aug 29,,,,,,,
32582779,Dog Owners' Perspectives on Canine Dental Health-A Questionnaire Study in Sweden,"Enlund KB, Brunius C, Hanson J, Hagman R, Höglund OV, Gustås P, Pettersson A.",Front Vet Sci. 2020 Jun 9,,,,,,,
37667746,"Comparative Assessment of Oral Health Attitudes and Behaviors of First-Time and Previous Dental Patients Undergoing Exodontia Treatment During the COVID-19 Pandemic in Private Dental Clinics in Riyadh City, Saudi Arabia","AlHaj MAK, Baseer MA, AlSaffan AD, Ingle NA.",Risk Manag Healthc Policy. 2023 Aug 30,,,,,,,
37702318,A retrospective analysis of patients suffering from halitosis over a 17-year period,"Hauenstein C, Ortiz V, Filippi A.",Swiss Dent J. 2023 Sep 13,,,,,,,
32379992,"Reduction of Halitosis by a Tablet Containing Weissella cibaria CMU: A Randomized, Double-Blind, Placebo-Controlled Study","Lee DS, Lee SA, Kim M, Nam SH, Kang MS.",J Med Food. 2020 Jun,,,,,,,
33276115,"Treatment of halitosis with photodynamic therapy in older adults with complete dentures: A randomized, controlled, clinical trial","Llanos do Vale K, Ratto Tempestini Horliana AC, Romero Dos Santos S, Oppido Schalch T, Melo de Ana A, Agnelli Mesquita Ferrari R, Kalil Bussadori S, Porta Santos Fernandes K.",Photodiagnosis Photodyn Ther. 2021 Mar,,,,,,,
38805486,A scoping review on the use of traditional medicine and oral health in Africa,"Foláyan MO, Olagunju MT, Abodunrin OR, Alade OT.",PLoS One. 2024 May 28,,,,,,,
37346849,"Evaluation of the effectiveness of green tea mouth rinse on oral halitosis, tongue coating, and plaque accumulation in comparison with 0.2% chlorhexidine mouth rinse - A double-blind randomized control trial","Sharma P, Chandrashekar BR, Mruthunjaya K, Bhaskar V.",J Indian Soc Periodontol. 2023 May-Jun,,,,,,,
38384124,Effectiveness of Glutamine Oral Care in Reducing Oral Mucositis and Improving Oral Health After Neurosurgery: A Randomized Controlled Trial with Microbiome Analysis,"Gao Y, Yang H, Zhang X, Ma Y, Wang L.",Med Sci Monit. 2024 Feb 22,,,,,,,
30609885,Effect of IgY on Periodontitis and Halitosis Induced by Fusobacterium nucleatum,"Wang F, Qiao W, Bao B, Wang S, Regenstein J, Shi Y, Wu W, Ma M.",J Microbiol Biotechnol. 2019 Feb 28,,,,,,,
35426206,Correlation between the salivary microbiology and H(2) S concentration of the oral cavity,"Jiang J, Huang Y, Luo N, Mi Q, Li X, Zhang W, Sun S, Zhu B, Gao Q.",Oral Dis. 2023 Jul,,,,,,,
