PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
28966294,"An integrated approach to develop, validate and operate thermo-physiological human simulator for the development of protective clothing","Psikuta A, Koelblen B, Mert E, Fontana P, Annaheim S.",Ind Health. 2017 Dec 7,,,,,,,
37318976,Multisensing Wearables for Real-Time Monitoring of Sweat Electrolyte Biomarkers During Exercise and Analysis on Their Correlation With Core Body Temperature,"Wang S, Rovira M, Demuru S, Lafaye C, Kim J, Kunnel BP, Besson C, Fernandez-Sanchez C, Serra-Graells F, Margarit-Taule JM, Aymerich J, Cuenca J, Kiselev I, Gremeaux V, Saubade M, Jimenez-Jorquera C, Briand D, Liu SC.",IEEE Trans Biomed Circuits Syst. 2023 Aug,,,,,,,
29398607,Surgical treatment of axillary bromhidrosis by combining suction-curettage with subdermal undermining through a miniature incision,"He J, Wang T, Zhang Y, Dong J.",J Plast Reconstr Aesthet Surg. 2018 Jun,,,,,,,
32820392,New neurophysiological human thermal model based on thermoreceptor responses,"El Kadri M, De Oliveira F, Inard C, Demouge F.",Int J Biometeorol. 2020 Dec,,,,,,,
29776545,"Evolution of clinical and environmental health applications of exhaled breath research: Review of methods and instrumentation for gas-phase, condensate, and aerosols","Wallace MAG, Pleil JD.",Anal Chim Acta. 2018 Sep 18,,,,,,,
32918988,"RIFM fragrance ingredient safety assessment, 2-propanol, 1,1',1',1'-(1,2-ethanediyldinitrilo)tetrakis-, CAS Registry Number 102-60-3","Api AM, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Kumar M, Lapczynski A, Lavelle M, Lee I, Liebler DC, Moustakas H, Na M, Penning TM, Ritacco G, Romine J, Sadekar N, Schultz TW, Selechnik D, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y.",Food Chem Toxicol. 2020 Dec 15,,,,,,,
32069026,Vertically Aligned Gold Nanowires as Stretchable and Wearable Epidermal Ion-Selective Electrode for Noninvasive Multiplexed Sweat Analysis,"Zhai Q, Yap LW, Wang R, Gong S, Guo Z, Liu Y, Lyu Q, Wang J, Simon GP, Cheng W.",Anal Chem. 2020 Mar 17,,,,,,,
35536877,Superhydrophobic Functionalized Ti(3)C(2)T(x) MXene-Based Skin-Attachable and Wearable Electrochemical pH Sensor for Real-Time Sweat Detection,"Chen L, Chen F, Liu G, Lin H, Bao Y, Han D, Wang W, Ma Y, Zhang B, Niu L.",Anal Chem. 2022 May 24,,,,,,,
26378947,Nongrafted Skin Area Best Predicts Exercise Core Temperature Responses in Burned Humans,"Ganio MS, Schlader ZJ, Pearson J, Lucas RA, Gagnon D, Rivas E, Kowalske KJ, Crandall CG.",Med Sci Sports Exerc. 2015 Oct,,,,,,,
29870402,Contact skin temperature measurements and associated effects of obstructing local sweat evaporation during mild exercise-induced heat stress,"MacRae BA, Rossi RM, Psikuta A, Spengler CM, Annaheim S.",Physiol Meas. 2018 Jul 3,,,,,,,
26371476,Skin-Derived C-Terminal Filaggrin-2 Fragments Are Pseudomonas aeruginosa-Directed Antimicrobials Targeting Bacterial Replication,"Hansmann B, Schröder JM, Gerstel U.",PLoS Pathog. 2015 Sep 15,,,,,,,
33039436,"RIFM fragrance ingredient safety assessment, 2-benzyl-2-methylbut-3-enenitrile, CAS Registry Number 97384-48-0","Api AM, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Kumar M, Lapczynski A, Lavelle M, Lee I, Liebler DC, Moustakas H, Na M, Penning TM, Ritacco G, Romine J, Sadekar N, Schultz TW, Selechnik D, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y.",Food Chem Toxicol. 2020 Dec 15,,,,,,,
33157409,"Battery-free, wireless, and flexible electrochemical patch for in situ analysis of sweat cortisol via near field communication","Cheng C, Li X, Xu G, Lu Y, Low SS, Liu G, Zhu L, Li C, Liu Q.",Biosens Bioelectron. 2021 Jan 15,,,,,,,
30272124,"Cognitive, Olfactory, and Affective Determinants of Body Weight in Aging Individuals","Aiello M, Parma V, De Carlo S, Hummel T, Rumiati RI.",Arch Clin Neuropsychol. 2019 Jul 26,,,,,,,
28095327,Proteomic and peptidomic analysis of human sweat with emphasis on proteolysis,"Yu Y, Prassas I, Muytjens CM, Diamandis EP.",J Proteomics. 2017 Feb 23,,,,,,,
36801554,Biological studies with comprehensive 2D-GC-HRMS screening: Exploring the human sweat volatilome,"Ripszam M, Bruderer T, Biagini D, Ghimenti S, Lomonaco T, Di Francesco F.",Talanta. 2023 May 15,,,,,,,
23756607,"A comparison of head-out mist bathing, with or without facial fanning, with head-out half-body low-water level bathing in humans--a pilot study","Iwase S, Kawahara Y, Nishimura N, Nishimura R, Miwa C, Kataoka Y, Kobayashi C, Suzuki T, Shigaraki M, Maeda Y, Takada H, Watanabe Y.",Int J Biometeorol. 2014 Jul,,,,,,,
34825473,Recent Advances in Multiresponsive Flexible Sensors towards E-skin: A Delicate Design for Versatile Sensing,"Li WD, Ke K, Jia J, Pu JH, Zhao X, Bao RY, Liu ZY, Bai L, Zhang K, Yang MB, Yang W.",Small. 2022 Feb,,,,,,,
31929084,Highly self-healable and flexible cable-type pH sensors for real-time monitoring of human fluids,"Yoon JH, Kim SM, Park HJ, Kim YK, Oh DX, Cho HW, Lee KG, Hwang SY, Park J, Choi BG.",Biosens Bioelectron. 2020 Feb 15,,,,,,,
27866792,(210)Po secretion from sweat glands,"Romańczyk G, Boryło A.",J Environ Radioact. 2017 Feb,,,,,,,
25660371,Fibrous Hamartoma of Infancy: A Firm Plaque Presenting with Hypertrichosis and Hyperhidrosis,"Melnick L, Berger EM, Elenitsas R, Chachkin S, Treat JR.",Pediatr Dermatol. 2015 Jul-Aug,,,,,,,
31675402,Sniffing out malignant melanoma: a case of canine olfactory detection,"Srivastava R, John JJ, Reilly C, John AM, Rao BK.",Cutis. 2019 Sep,,,,,,,
37540935,Sudomotor deficits in Parkinson's disease with special reference to motor subtypes,Saito H.,Parkinsonism Relat Disord. 2023 Sep,,,,,,,
29701257,Repeated hyperhidrosis and chilblain-like swelling with ulceration of the fingers and toes in hereditary sensory and autonomic neuropathy type II,"Shima T, Yamamoto Y, Kanazawa N, Murata KY, Ito H, Kondo T, Yuan J, Hashiguchi A, Takashima H, Furukawa F.",J Dermatol. 2018 Nov,,,,,,,
25536688,For that healthy glow....,,Can Nurse. 2014 Nov,,,,,,,
24975286,The diagnostic accuracy of Neuropad for assessing large and small fibre diabetic neuropathy,"Ponirakis G, Petropoulos IN, Fadavi H, Alam U, Asghar O, Marshall A, Tavakoli M, Malik RA.",Diabet Med. 2014 Dec,,,,,,,
31475696,Assessment of craniofacial hyperhidrosis and flushing by sphenopalatine blockade - a randomized trial,"Lehrer E, Nogues A, Jaume F, Mullol J, Alobid I.",Rhinology. 2020 Feb 1,,,,,,,
38019318,Evaluation of a wearable fabric-based sensor for accurate sodium determination in sweat during exercise,"Dyshko K, Nicodemus MP, Otterstetter R, Ghadimi H, Daniels S, Fulmer MS, Cheney Z, Ellis R, Stege V, Monty CN.",Eur J Appl Physiol. 2024 May,,,,,,,
29502112,Hyperhidrosis - Sweating Sites Matter: Quality of Life in Primary Hyperhidrosis according to the Sweating Sites Measured by SF-36,"Shayesteh A, Janlert U, Nylander E.",Dermatology. 2017,,,,,,,
36622394,Microelectronic fibers for multiplexed sweat sensing,"Wu J, Sato Y, Guo Y.",Anal Bioanal Chem. 2023 Jul,,,,,,,
35016525,Long-term follow-up in quality of life before and after endoscopic thoracic sympathicotomy in 367 patients with palmar hyperhidrosis,"Zhang D, Zhuang W, Lan Z, Huang S, Gao Z, Chen Q, Ben X, Tang J, Zhou H, Xie L, Qiao G.",Ann Palliat Med. 2022 Jun,,,,,,,
38913299,Effect of T2-T4 sympathicotomy in skin temperature of pediatric patients with hyperhidrosis: a thermographic follow-up,"Carvalho F, Magalhaes C, Fernandez-Llimos F, Mendes J, Gonçalves J.",Clin Auton Res. 2024 Jun,,,,,,,
39243673,Epidermal secretion-purified biosensing patch with hydrogel sebum filtering membrane and unidirectional flow microfluidic channels,"Wang Y, Zhang Z, Shi Y, Yu X, Zhang X, Ma X, Su J, Ding R, Lin Y.",Biomaterials. 2025 Feb,,,,,,,
35023321,Biomarkers and Detection Platforms for Human Health and Performance Monitoring: A Review,"Sim D, Brothers MC, Slocik JM, Islam AE, Maruyama B, Grigsby CC, Naik RR, Kim SS.",Adv Sci (Weinh). 2022 Mar,,,,,,,
35932678,Directional sweat transport of monolayered cotton-fabrics fabricated through femtosecond-laser induced hydrophilization for personal moisture and thermal management,"Xu B, Ding Y, Ni J, Zhang Y, Li C, Wu S, Wu D, Zhu Q.",J Colloid Interface Sci. 2022 Dec 15,,,,,,,
36211373,Case Report: Paroxysmal hyperhidrosis as an initial symptom in a patient with anti-LGI1 encephalitis,"Qiao T, Chen L, Jiang L, Wei H, Chen X, Li X, Chen Y, Xu Y.",Front Immunol. 2022 Sep 23,,,,,,,
36409035,Olfaction in Complex Regional Pain Syndrome,"Finch PM, Sohrabi HR, Drummond PD.",Pain Med. 2023 Jun 1,,,,,,,
26975807,Is Clipping the Sympathetic Chain Effective for Palmar Skin Temperature?,"Oncel M, Sunam GS, Yıldıran H.",Thorac Cardiovasc Surg. 2016 Sep,,,,,,,
25134988,Should electric fans be used during a heat wave?,"Jay O, Cramer MN, Ravanelli NM, Hodder SG.",Appl Ergon. 2015 Jan,,,,,,,
30168438,Effects of olfactory stimulation on autobiographical memory in Alzheimer's disease,"Glachet O, Gandolphe MC, Gallouj K, Antoine P, El Haj M.",Geriatr Psychol Neuropsychiatr Vieil. 2018 Sep 1,,,,,,,
39146769,Antifouling and antimicrobial wearable electrochemical sweat sensors for accurate dopamine monitoring based on amyloid albumin composite hydrogels,"Song Z, Li R, Li Z, Luo X.",Biosens Bioelectron. 2024 Nov 15,,,,,,,
37414993,Influence of sebum proportion in synthetic sweat on dermal bioaccessibility and on permeation of metal(loid)s from contaminated soils,"Ghislain FA, Zagury GJ.",Environ Sci Pollut Res Int. 2023 Aug,,,,,,,
29220852,"Commentary: Controversies in Thrombosis and Hemostasis Part 1-Hematidrosis: ""Blood, Sweat and Fears"" or A ""Pigment of Fertile Imaginations?""","Favaloro EJ, Lippi G.",Semin Thromb Hemost. 2018 Apr,,,,,,,
35533035,"Open-Label Cohort Study to Evaluate Efficacy and Safety of Application of Glycopyrronium Cloth, 2.4% for Palmar Hyperhidrosis","Pariser D, Rivera E, Benedict D.",J Drugs Dermatol. 2022 May 1,,,,,,,
38551682,Sex differences in thermophysiological responses of elderly to low-intensity exercise during uncompensable heat strain,"Daanen HAM, Dijkstra I, Abbink E, de Jong IJ, Wolf ST, Bongers CCWG, Hondema LS, Eijsvogels TMH, Kingma BRM.",Eur J Appl Physiol. 2024 Aug,,,,,,,
24921967,Regional itching and hyperhidrosis in myeloproliferative disorder with fibrosis: studies on a muscarinic cholinergic receptor M3,"Setoyama A, Yamaguchi T, Yoshioka M, Nishio D, Nakamura M.",Eur J Dermatol. 2014 Jul-Aug,,,,,,,
31629352,Basal Serum Cortisol and Testosterone/Cortisol Ratio Are Related to Rate of Na+ Lost During Exercise in Elite Soccer Players,"Castro-Sepulveda M, Cancino J, Fernández-Verdejo R, Pérez-Luco C, Jannas-Vela S, Ramirez-Campillo R, Del Coso J, Zbinden-Foncea H.",Int J Sport Nutr Exerc Metab. 2019 Nov 1,,,,,,,
26041256,Sympathicotomy for palmar hyperhidrosis: the association between intraoperative palm temperature change and the curative effect,"Liu Y, Li H, Zheng X, Li X, Li J, Jiang G, Wang J.",Ann Thorac Cardiovasc Surg. 2015,,,,,,,
35046487,Dynamic of upper body sweat distribution in young males wearing fully encapsulated chemical protective ensembles,"Chen Y, Zhang C, Lu L, Zheng X, Chang S.",Sci Rep. 2022 Jan 19,,,,,,,
27380446,A Wearable Electrochemical Platform for Noninvasive Simultaneous Monitoring of Ca(2+) and pH,"Nyein HY, Gao W, Shahpar Z, Emaminejad S, Challa S, Chen K, Fahad HM, Tai LC, Ota H, Davis RW, Javey A.",ACS Nano. 2016 Jul 26,,,,,,,
29254123,Thermal protection study of bladder compensatory suit using a heat transfer model,"Tian Y, Li J, Zhang H, Xue L, Lei W, Ding L.",Work. 2017,,,,,,,
34673185,"RIFM fragrance ingredient safety assessment, 2,4,4,7-Tetramethyl-6-octen-3-one, CAS Registry Number 74338-72-0","Api AM, Belsito D, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Jones L, Joshi K, Kumar M, Lapczynski A, Lavelle M, Lee I, Liebler DC, Moustakas H, Na M, Penning TM, Ritacco G, Romine J, Sadekar N, Schultz TW, Selechnik D, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y.",Food Chem Toxicol. 2021 Dec,,,,,,,
25382536,Late-onset apocrine chromhidrosis,"Bilgin I, Kelekci KH, Catal S, Calli A.",Indian J Dermatol Venereol Leprol. 2014 Nov-Dec,,,,,,,
32211053,Energy Balance Approach to Study the Role of Perspiration in Heat Distribution of Human Skin,"Mir A, Almanjahie IM, Dar JG.",Comput Math Methods Med. 2020 Mar 9,,,,,,,
23106157,"Comparison of intradermal injection with iontophoresis of abobotulinum toxin A for the treatment of primary axillary hyperhidrosis: a randomized, controlled trial","Montaser-Kouhsari L, Zartab H, Fanian F, Noorian N, Sadr B, Nassiri-Kashani M, Firooz A.",J Dermatolog Treat. 2014 Aug,,,,,,,
26941392,Disgust-Related Personality Traits in Men with Olfactory Dysfunction,"Ille R, Wolf A, Tomazic PV, Schienle A.",Chem Senses. 2016 Jun,,,,,,,
36218347,Ultra-Small Wearable Flexible Biosensor for Continuous Sweat Analysis,"Wang J, Wang L, Li G, Yan D, Liu C, Xu T, Zhang X.",ACS Sens. 2022 Oct 28,,,,,,,
28422886,Comparison of T2 and T3 sympathectomy for compensatory sweating on palmar hyperhidrosis,"Turkyilmaz A, Karapolat S, Seyis KN, Tekinbas C.",Medicine (Baltimore). 2017 Apr,,,,,,,
28560325,Harnessing the hygroscopic and biofluorescent behaviors of genetically tractable microbial cells to design biohybrid wearables,"Wang W, Yao L, Cheng CY, Zhang T, Atsumi H, Wang L, Wang G, Anilionyte O, Steiner H, Ou J, Zhou K, Wawrousek C, Petrecca K, Belcher AM, Karnik R, Zhao X, Wang DIC, Ishii H.",Sci Adv. 2017 May 19,,,,,,,
32926936,"RIFM fragrance ingredient safety assessment, ethyl lactate, CAS registry number 97-64-3","Api AM, Belsito D, Biserta S, Botelho D, Bruze M, Burton GA Jr, Buschmann J, Cancellieri MA, Dagli ML, Date M, Dekant W, Deodhar C, Fryer AD, Gadhia S, Jones L, Joshi K, Kumar M, Lapczynski A, Lavelle M, Lee I, Liebler DC, Moustakas H, Na M, Penning TM, Ritacco G, Romine J, Sadekar N, Schultz TW, Selechnik D, Siddiqi F, Sipes IG, Sullivan G, Thakkar Y, Tokura Y.",Food Chem Toxicol. 2020 Dec 15,,,,,,,
28325791,Individual variations in nitric oxide synthase-dependent sweating in young and older males during exercise in the heat: role of aerobic power,"Amano T, Fujii N, Louie JC, Meade RD, Kenny GP.",Physiol Rep. 2017 Mar,,,,,,,
28675687,Disruptive physiology: olfaction and the microbiome-gut-brain axis,"Bienenstock J, Kunze WA, Forsythe P.",Biol Rev Camb Philos Soc. 2018 Feb,,,,,,,
31220834,Exogenous Activation of Protease-Activated Receptor 2 Attenuates Cutaneous Vasodilatation and Sweating in Older Men Exercising in the Heat,"Fujii N, Hatam K, McGarr GW, Meade RD, Boulay P, Nishiyasu T, Kenny GP.",Skin Pharmacol Physiol. 2019,,,,,,,
28602238,Chemical signaling in mosquito-host interactions: the role of human skin microbiota,"Takken W, Verhulst NO.",Curr Opin Insect Sci. 2017 Apr,,,,,,,
31300656,Reduction of physiological stress by urban green space in a multisensory virtual experiment,"Hedblom M, Gunnarsson B, Iravani B, Knez I, Schaefer M, Thorsson P, Lundström JN.",Sci Rep. 2019 Jul 12,,,,,,,
25188804,Intradermal botulinum toxin a for peristomal hyperhidrosis: a case study,"Kalkbrenner K, Sanniec K, Bryant L, Heppell J, McEntarffer H, Rebecca A.",J Wound Ostomy Continence Nurs. 2014 Sep-Oct,,,,,,,
35262483,"History of Cosmetic in Egypt, India, and China","Nayak M, Ligade VS.",J Cosmet Sci. 2021 Jul-Aug,,,,,,,
25484357,Influence of repeated daily menthol exposure on human temperature regulation and perception,"Gillis DJ, Weston N, House JR, Tipton MJ.",Physiol Behav. 2015 Feb,,,,,,,
31353744,Aroma and soluble solid contents of the uvaia-a native Atlantic rainforest fruit-are negatively affected by early harvest,"Freitas TP, Spricigo PC, Purgatto E, Jacomino AP.",J Food Biochem. 2019 Jul,,,,,,,
36291046,Graphene and Its Derivatives: Synthesis and Application in the Electrochemical Detection of Analytes in Sweat,"Singh A, Ahmed A, Sharma A, Arya S.",Biosensors (Basel). 2022 Oct 21,,,,,,,
35156765,A retrospective analysis of the uses of BoNT-A in daily dermatological practice,"Hügül H, Özkoca D, Kutlubay Z.",J Cosmet Dermatol. 2022 May,,,,,,,
29659406,"Topical Botulinum Toxin Type A Liposomal Cream for Primary Axillary Hyperhidrosis: A Double-Blind, Randomized, Split-Site, Vehicle-Controlled Study","Lueangarun S, Sermsilp C, Tempark T.",Dermatol Surg. 2018 Aug,,,,,,,
30451875,Human chemosignals of disgust facilitate food judgment,"Zheng Y, You Y, Farias AR, Simon J, Semin GR, Smeets MA, Li W.",Sci Rep. 2018 Nov 19,,,,,,,
34814772,Effects of acellular dermal matrix on the prevention of complications and esthetic outcome after parotidectomy: A propensity score matched analysis,"Wu JH, Zeng W, Fu MY, Ye F.",Ear Nose Throat J. 2024 Jun,,,,,,,
36364948,Assessment of Changes in Physiological Markers in Different Body Fluids at Rest and after Exercise,"Jesuthasan A, Ali A, Lee JKW, Rutherfurd-Markwick K.",Nutrients. 2022 Nov 5,,,,,,,
29975712,Taste and odor preferences following Roux-en-Y surgery in humans,"Kittrell H, Graber W, Mariani E, Czaja K, Hajnal A, Di Lorenzo PM.",PLoS One. 2018 Jul 5,,,,,,,
34266600,Pheromone effects on the human hypothalamus in relation to sexual orientation and gender,"Ye Y, Lu Z, Zhou W.",Handb Clin Neurol. 2021,,,,,,,
27584968,New Etiology of Cholinergic Urticaria,Tokura Y.,Curr Probl Dermatol. 2016,,,,,,,
31009423,Dermal Calcium Loss Is Not the Primary Determinant of Parathyroid Hormone Secretion during Exercise,"Kohrt WM, Wolfe P, Sherk VD, Wherry SJ, Wellington T, Melanson EL, Swanson CM, Weaver CM, Boxer RS.",Med Sci Sports Exerc. 2019 Oct,,,,,,,
34041788,"A phase III, 52-week, open-label study to evaluate the safety and efficacy of 5% sofpironium bromide (BBI-4000) gel in Japanese patients with primary axillary hyperhidrosis","Fujimoto T, Abe Y, Igarashi M, Ishikoh A, Omi T, Kanda H, Kitahara H, Kinoshita M, Nakasu I, Hattori N, Horiuchi Y, Maruyama R, Mizutani H, Murakami Y, Watanabe C, Kume A, Hanafusa T, Hamaguchi M, Yoshioka A, Egami Y, Matsuo K, Matsuda T, Akamatsu M, Yorozuya T, Takayama S, Yokozeki H.",J Dermatol. 2021 Aug,,,,,,,
36604942,Paper-Based Sandwich-Structured Wearable Sensor with Sebum Filtering for Continuous Detection of Sweat pH,"Yang M, Sun N, Lai X, Wu J, Wu L, Zhao X, Feng L.",ACS Sens. 2023 Jan 27,,,,,,,
29074970,Alexithymia and emotional reactions to odors,"Cecchetto C, Rumiati RI, Aiello M.",Sci Rep. 2017 Oct 26,,,,,,,
34628207,A geometrically accurate 3 dimensional model of human thermoregulation for transient cold and hot environments,"Castellani MP, Rioux TP, Castellani JW, Potter AW, Xu X.",Comput Biol Med. 2021 Nov,,,,,,,
26805921,Use of dermis-fat grafts in the prevention of Frey's syndrome after parotidectomy,"Baum SH, Pförtner R, Ladwein F, Schmeling C, Rieger G, Mohr C.",J Craniomaxillofac Surg. 2016 Mar,,,,,,,
26911260,Cross-modal interactions for custard desserts differ in obese and normal weight Italian women,"Proserpio C, Laureati M, Invitti C, Pasqualinotto L, Bergamaschi V, Pagliarini E.",Appetite. 2016 May 1,,,,,,,
32513578,Flavor identification inversely correlates with body mass index (BMI),"Nettore IC, Maione L, Palatucci G, Dolce P, Franchini F, Ungaro P, Belfiore A, Colao A, Macchia PE.",Nutr Metab Cardiovasc Dis. 2020 Jul 24,,,,,,,
29954023,Economic Analysis of Using Free Fat Graft or Acellular Dermis to Prevent Post-parotidectomy Frey Syndrome,"Hojjat H, Svider PF, Raza SN, Zuliani G, Carron MA, Shkoukani MA.",Facial Plast Surg. 2018 Aug,,,,,,,
30810300,"Highly Electrocatalytic, Durable, and Stretchable Nanohybrid Fiber for On-Body Sweat Glucose Detection","Toi PT, Trung TQ, Dang TML, Bae CW, Lee NE.",ACS Appl Mater Interfaces. 2019 Mar 20,,,,,,,
31453964,Is core temperature the trigger of a menopausal hot flush?,"Jones H, Bailey TG, Barr DA, France M, Lucas RAI, Crandall CG, Low DA.",Menopause. 2019 Sep,,,,,,,
31768044,A laser-engraved wearable sensor for sensitive detection of uric acid and tyrosine in sweat,"Yang Y, Song Y, Bo X, Min J, Pak OS, Zhu L, Wang M, Tu J, Kogan A, Zhang H, Hsiai TK, Li Z, Gao W.",Nat Biotechnol. 2020 Feb,,,,,,,
30136150,"Validity of Skin, Oral and Tympanic Temperatures During Exercise in the Heat: Effects of Wind and Sweat","Morán-Navarro R, Courel-Ibáñez J, Martínez-Cava A, Conesa-Ros E, Sánchez-Pay A, Mora-Rodriguez R, Pallarés JG.",Ann Biomed Eng. 2019 Jan,,,,,,,
27712662,Effect of stride frequency on thermoregulatory responses during endurance running in distance runners,"Amano T, Ishitobi M, Ogura Y, Inoue Y, Koga S, Nishiyasu T, Kondo N.",J Therm Biol. 2016 Oct,,,,,,,
32011734,Improved neural control of body temperature following heat acclimation in humans,"Barry H, Chaseling GK, Moreault S, Sauvageau C, Behzadi P, Gravel H, Ravanelli N, Gagnon D.",J Physiol. 2020 Mar,,,,,,,
34825435,Super-Hydrophilic Zwitterionic Polymer Surface Modification Facilitates Liquid Transportation of Microfluidic Sweat Sensors,"Fu F, Wang J, Tan Y, Yu J.",Macromol Rapid Commun. 2022 Mar,,,,,,,
32147881,Long-term efficacy and safety of topical glycopyrronium tosylate for the treatment of primary axillary hyperhidrosis: Post hoc pediatric subgroup analysis from a 44-week open-label extension study,"Hebert AA, Glaser DA, Green L, Hull C, Cather J, Drew J, Gopalan R, Pariser DM.",Pediatr Dermatol. 2020 May,,,,,,,
35165316,A machine learning-based on-demand sweat glucose reporting platform,"Sankhala D, Sardesai AU, Pali M, Lin KC, Jagannath B, Muthukumar S, Prasad S.",Sci Rep. 2022 Feb 14,,,,,,,
34043472,The effect of seasonal acclimatization on whole body heat loss response during exercise in a hot humid environment with different air velocity,"Lei TH, Fujiwara M, Gerrett N, Amano T, Mündel T, Inoue Y, Okushima D, Nishiyasu T, Kondo N.",J Appl Physiol (1985). 2021 Aug 1,,,,,,,
26971392,Biophysical aspects of human thermoregulation during heat stress,"Cramer MN, Jay O.",Auton Neurosci. 2016 Apr,,,,,,,
27878939,Botulinum toxin A for palmar hyperhidrosis: assessment with sympathetic skin responses evoked by train of stimuli,"Al-Hashel JY, Youssry D, Rashaed HM, Shamov T, Rousseff RT.",Auton Autacoid Pharmacol. 2016 Jul,,,,,,,
37301722,Lime and odour: A preliminary investigation into the effect of hydrated lime on the volatiles emitted from human remains,"Thurn B, Schotsmans EMJ, Ueland M.",Forensic Sci Int. 2024 May,,,,,,,
36762970,Utility of ToxTracker in animal alternative testing strategy for fragrance materials,"Thakkar Y, Moustakas H, Moelijker N, Hendriks G, Brandsma I, Pfuhler S, Api AM.",Environ Mol Mutagen. 2023 Apr,,,,,,,
29561130,Metabolite Biometrics for the Differentiation of Individuals,"Hair ME, Mathis AI, Brunelle EK, Halámková L, Halámek J.",Anal Chem. 2018 Apr 17,,,,,,,
34562532,Effect of PACAP on sweat secretion by immortalized human sweat gland cells,"Yamashita M, Takenoya F, Hirabayashi T, Shibato J, Rakwal R, Takasaki I, Harvey BJ, Chiba Y, Shioda S.",Peptides. 2021 Dec,,,,,,,
29563073,Axillary accessory breast associated with hyperhidrosis on the overlying skin during pregnancy,"Nakajima N, Fukumoto T, Kozaru T, Sakaguchi M, Hara S, Konosu-Fukaya S, Murakami K, Oka M.",Eur J Dermatol. 2018 Apr 1,,,,,,,
25919462,Gross cystic disease fluid protein 15 in stratum corneum is a potential marker of decreased eccrine sweating for atopic dermatitis,"Kamiya K, Sakabe J, Yamaguchi H, Suzuki T, Yatagai T, Aoshima M, Ito T, Tokura Y.",PLoS One. 2015 Apr 28,,,,,,,
34103018,Characterization of nucleic acids from extracellular vesicle-enriched human sweat,"Bart G, Fischer D, Samoylenko A, Zhyvolozhnyi A, Stehantsev P, Miinalainen I, Kaakinen M, Nurmi T, Singh P, Kosamo S, Rannaste L, Viitala S, Hiltunen J, Vainio SJ.",BMC Genomics. 2021 Jun 9,,,,,,,
32735116,Independent Influence of Skin Temperature on Whole-Body Sweat Rate,"Hospers L, Cheuvront SN, Kenefick RW, Jay O.",Med Sci Sports Exerc. 2020 Nov,,,,,,,
29131416,"Characterization of sweat induced with pilocarpine, physical exercise, and collected passively by metabolomic analysis","Souza SL, Graça G, Oliva A.",Skin Res Technol. 2018 May,,,,,,,
33410265,"A phase 3, multicenter, randomized, double-blind, vehicle-controlled, parallel-group study of 5% sofpironium bromide (BBI-4000) gel in Japanese patients with primary axillary hyperhidrosis","Yokozeki H, Fujimoto T, Abe Y, Igarashi M, Ishikoh A, Omi T, Kanda H, Kitahara H, Kinoshita M, Nakasu I, Hattori N, Horiuchi Y, Maruyama R, Mizutani H, Murakami Y, Watanabe C, Kume A, Hanafusa T, Hamaguchi M, Yoshioka A, Egami Y, Matsuo K, Matsuda T, Akamatsu M, Yorozuya T, Takayama S.",J Dermatol. 2021 Mar,,,,,,,
38050400,Severe complication after microwave thermoablation of a residual limb: multifocal full thickness cutaneous necrosis and deep venous thrombosis,"Schieve B, Belovs L, Potter B, Lannan FM.",BMJ Case Rep. 2023 Dec 1,,,,,,,
35184981,How the sweat gland reveals levels of CFTR activity,Wine JJ.,J Cyst Fibros. 2022 May,,,,,,,
33502115,Rapid and Selective Biomarker Detection with Conductometric Sensors,"Perera GS, Ahmed T, Heiss L, Walia S, Bhaskaran M, Sriram S.",Small. 2021 Feb,,,,,,,
27255181,"The first Danish family reported with an AQP5 mutation presenting diffuse non-epidermolytic palmoplantar keratoderma of Bothnian type, hyperhidrosis and frequent Corynebacterium infections: a case report","Krøigård AB, Hetland LE, Clemmensen O, Blaydon DC, Hertz JM, Bygum A.",BMC Dermatol. 2016 Jun 3,,,,,,,
36180393,A Bifunctional Fully Integrated Wearable Tracker for Epidermal Sweat and Wound Exudate Multiple Biomarkers Monitoring,"Pei X, Sun M, Wang J, Bai J, Bo X, Zhou M.",Small. 2022 Nov,,,,,,,
27525554,Nanomechanical mapping of latent fingermarks: A preliminary investigation into the changes in surface interactions and topography over time,"Dorakumbura BN, Becker T, Lewis SW.",Forensic Sci Int. 2016 Oct,,,,,,,
33455333,Skin-Patchable Electrodes for Biosensor Applications: A Review,"Shetti NP, Mishra A, Basu S, Mascarenhas RJ, Kakarla RR, Aminabhavi TM.",ACS Biomater Sci Eng. 2020 Apr 13,,,,,,,
